Channel 2 (V),Channel 1 (V),Timestamp
3.162926535,3.361088792,2024-09-20 18:16:15.111877360
3.163480189,3.360535138,2024-09-20 18:16:15.111877680
3.164350217,3.359586016,2024-09-20 18:16:15.111878000
3.165694806,3.359111456,2024-09-20 18:16:15.111878320
3.167672142,3.358874175,2024-09-20 18:16:15.111878640
3.168146703,3.358795082,2024-09-20 18:16:15.111878960
3.170440413,3.358557801,2024-09-20 18:16:15.111879280
3.172022282,3.358083241,2024-09-20 18:16:15.111879600
3.173604151,3.357766867,2024-09-20 18:16:15.111879920
3.175976955,3.357766867,2024-09-20 18:16:15.111880240
3.177558824,3.35760868,2024-09-20 18:16:15.111880560
3.178745226,3.35760868,2024-09-20 18:16:15.111880880
3.178903413,3.357213213,2024-09-20 18:16:15.111881200
3.179377974,3.356817745,2024-09-20 18:16:15.111881520
3.179931628,3.356422278,2024-09-20 18:16:15.111881840
3.181750777,3.357134119,2024-09-20 18:16:15.111882160
3.182225338,3.356738652,2024-09-20 18:16:15.111882480
3.183016273,3.356659559,2024-09-20 18:16:15.111882800
3.183332646,3.356422278,2024-09-20 18:16:15.111883120
3.184519048,3.356184998,2024-09-20 18:16:15.111883440
3.185151796,3.356184998,2024-09-20 18:16:15.111883760
3.18546817,3.356264091,2024-09-20 18:16:15.111884080
3.18546817,3.356184998,2024-09-20 18:16:15.111884400
3.18570545,3.355947717,2024-09-20 18:16:15.111884720
3.185863637,3.355631344,2024-09-20 18:16:15.111885040
3.18594273,3.355156783,2024-09-20 18:16:15.111885360
3.186180011,3.355394063,2024-09-20 18:16:15.111885680
3.18570545,3.355473157,2024-09-20 18:16:15.111886000
3.18570545,3.355235876,2024-09-20 18:16:15.111886320
3.184993609,3.353733101,2024-09-20 18:16:15.111886640
3.184677235,3.354207661,2024-09-20 18:16:15.111886960
3.184044487,3.353416727,2024-09-20 18:16:15.111887280
3.183174459,3.352863073,2024-09-20 18:16:15.111887600
3.182067151,3.352942166,2024-09-20 18:16:15.111887920
3.181276217,3.352230325,2024-09-20 18:16:15.111888240
3.179773441,3.352388512,2024-09-20 18:16:15.111888560
3.178666133,3.352309418,2024-09-20 18:16:15.111888880
3.178270665,3.352151232,2024-09-20 18:16:15.111889200
3.176293329,3.352546699,2024-09-20 18:16:15.111889520
3.174790553,3.352863073,2024-09-20 18:16:15.111889840
3.172971404,3.352467605,2024-09-20 18:16:15.111890160
3.171626815,3.351518484,2024-09-20 18:16:15.111890480
3.170203133,3.350648456,2024-09-20 18:16:15.111890800
3.16830489,3.351281204,2024-09-20 18:16:15.111891120
3.166169367,3.351360297,2024-09-20 18:16:15.111891440
3.165062058,3.351043923,2024-09-20 18:16:15.111891760
3.163322002,3.350727549,2024-09-20 18:16:15.111892080
3.161740133,3.35096483,2024-09-20 18:16:15.111892400
3.160316451,3.350885736,2024-09-20 18:16:15.111892720
3.15960461,3.350332082,2024-09-20 18:16:15.111893040
3.158180928,3.349699334,2024-09-20 18:16:15.111893360
3.156678152,3.350411176,2024-09-20 18:16:15.111893680
3.154384442,3.349620241,2024-09-20 18:16:15.111894000
3.151457984,3.349936615,2024-09-20 18:16:15.111894320
3.149876115,3.350173895,2024-09-20 18:16:15.111894640
3.148452433,3.349541148,2024-09-20 18:16:15.111894960
3.14655419,3.349382961,2024-09-20 18:16:15.111895280
3.145367788,3.348750213,2024-09-20 18:16:15.111895600
3.144181386,3.348750213,2024-09-20 18:16:15.111895920
3.142520424,3.34867112,2024-09-20 18:16:15.111896240
3.141017648,3.348750213,2024-09-20 18:16:15.111896560
3.139673059,3.348750213,2024-09-20 18:16:15.111896880
3.138486657,3.348750213,2024-09-20 18:16:15.111897200
3.137062975,3.34867112,2024-09-20 18:16:15.111897520
3.135718386,3.361879727,2024-09-20 18:16:15.111897840
3.135085639,3.388692408,2024-09-20 18:16:15.111898160
3.133582863,3.390827931,2024-09-20 18:16:15.111898480
3.132317368,3.396680847,2024-09-20 18:16:15.111898800
3.131210059,3.403324697,2024-09-20 18:16:15.111899120
3.130023658,3.404827473,2024-09-20 18:16:15.111899440
3.130102751,3.401426454,2024-09-20 18:16:15.111899760
3.129786377,3.395415352,2024-09-20 18:16:15.111900080
3.128125415,3.389008782,2024-09-20 18:16:15.111900400
3.128283602,3.380308502,2024-09-20 18:16:15.111900720
3.128679069,3.372320063,2024-09-20 18:16:15.111901040
3.127492667,3.365043465,2024-09-20 18:16:15.111901360
3.128125415,3.357687773,2024-09-20 18:16:15.111901680
3.127413574,3.350648456,2024-09-20 18:16:15.111902000
3.127176293,3.34455826,2024-09-20 18:16:15.111902320
3.126543546,3.340366307,2024-09-20 18:16:15.111902640
3.132238274,3.337044382,2024-09-20 18:16:15.111902960
3.139356685,3.334592485,2024-09-20 18:16:15.111903280
3.146396003,3.33356427,2024-09-20 18:16:15.111903600
3.153118947,3.331982401,2024-09-20 18:16:15.111903920
3.160000077,3.330479625,2024-09-20 18:16:15.111904240
3.166564834,3.328739569,2024-09-20 18:16:15.111904560
3.173445964,3.328027728,2024-09-20 18:16:15.111904880
3.178112478,3.326050391,2024-09-20 18:16:15.111905200
3.183728114,3.325180363,2024-09-20 18:16:15.111905520
3.18570545,3.325180363,2024-09-20 18:16:15.111905840
3.184439955,3.323677588,2024-09-20 18:16:15.111906160
3.182067151,3.322332999,2024-09-20 18:16:15.111906480
3.180168908,3.321858438,2024-09-20 18:16:15.111906800
3.17724245,2.778407308,2024-09-20 18:16:15.111907120
3.174632366,3.274085991,2024-09-20 18:16:15.111907440
3.172496843,3.273690524,2024-09-20 18:16:15.111907760
3.168858544,3.265702085,2024-09-20 18:16:15.111908080
3.165615712,3.256131777,2024-09-20 18:16:15.111908400
3.162531068,3.255182656,2024-09-20 18:16:15.111908720
3.159288236,3.258425487,2024-09-20 18:16:15.111909040
3.156203591,3.263645655,2024-09-20 18:16:15.111909360
3.153277133,3.270368599,2024-09-20 18:16:15.111909680
3.149164274,3.27954344,2024-09-20 18:16:15.111910000
3.145605068,3.288401907,2024-09-20 18:16:15.111910320
3.142045863,3.296469439,2024-09-20 18:16:15.111910640
3.138407564,3.304220598,2024-09-20 18:16:15.111910960
3.135006545,3.3102317,2024-09-20 18:16:15.111911280
3.131368246,3.316005523,2024-09-20 18:16:15.111911600
3.127967228,3.320434756,2024-09-20 18:16:15.111911920
3.124091648,3.323914868,2024-09-20 18:16:15.111912240
3.12069063,3.326762232,2024-09-20 18:16:15.111912560
3.117289611,3.32921413,2024-09-20 18:16:15.111912880
3.114125873,3.330479625,2024-09-20 18:16:15.111913200
3.1101712,3.331982401,2024-09-20 18:16:15.111913520
3.10787749,3.33356427,2024-09-20 18:16:15.111913840
3.104555565,3.333880643,2024-09-20 18:16:15.111914160
3.102024574,3.334750671,2024-09-20 18:16:15.111914480
3.09917721,3.336016167,2024-09-20 18:16:15.111914800
3.0968835,3.337598036,2024-09-20 18:16:15.111915120
3.094194322,3.338863531,2024-09-20 18:16:15.111915440
3.091742425,3.340129026,2024-09-20 18:16:15.111915760
3.089685995,3.342106363,2024-09-20 18:16:15.111916080
3.087945939,3.343134578,2024-09-20 18:16:15.111916400
3.085652229,3.343609138,2024-09-20 18:16:15.111916720
3.085256762,3.345032821,2024-09-20 18:16:15.111917040
3.083753986,3.346140129,2024-09-20 18:16:15.111917360
3.082804865,3.347247437,2024-09-20 18:16:15.111917680
3.081697557,3.348275652,2024-09-20 18:16:15.111918000
3.081618463,3.349066587,2024-09-20 18:16:15.111918320
3.081618463,3.349382961,2024-09-20 18:16:15.111918640
3.08153937,3.35096483,2024-09-20 18:16:15.111918960
3.08201393,3.351676671,2024-09-20 18:16:15.111919280
3.081934837,3.352388512,2024-09-20 18:16:15.111919600
3.082804865,3.353812194,2024-09-20 18:16:15.111919920
3.083358519,3.354603129,2024-09-20 18:16:15.111920240
3.084624014,3.354603129,2024-09-20 18:16:15.111920560
3.085335855,3.354840409,2024-09-20 18:16:15.111920880
3.085177669,3.355710437,2024-09-20 18:16:15.111921200
3.086917725,3.35578953,2024-09-20 18:16:15.111921520
3.087629566,3.356264091,2024-09-20 18:16:15.111921840
3.087708659,3.355947717,2024-09-20 18:16:15.111922160
3.088025033,3.356975932,2024-09-20 18:16:15.111922480
3.090002369,3.358004147,2024-09-20 18:16:15.111922800
3.090793304,3.358162334,2024-09-20 18:16:15.111923120
3.091900612,3.357766867,2024-09-20 18:16:15.111923440
3.093482481,3.358004147,2024-09-20 18:16:15.111923760
3.093798855,3.357925054,2024-09-20 18:16:15.111924080
3.094273416,3.35784596,2024-09-20 18:16:15.111924400
3.095697098,3.357134119,2024-09-20 18:16:15.111924720
3.097041687,3.356738652,2024-09-20 18:16:15.111925040
3.098228089,3.356501372,2024-09-20 18:16:15.111925360
3.099019023,3.356264091,2024-09-20 18:16:15.111925680
3.100205425,3.357055026,2024-09-20 18:16:15.111926000
3.101312733,3.357213213,2024-09-20 18:16:15.111926320
3.102420042,3.357134119,2024-09-20 18:16:15.111926640
3.103210976,3.357292306,2024-09-20 18:16:15.111926960
3.103764631,3.356501372,2024-09-20 18:16:15.111927280
3.104160098,3.35531497,2024-09-20 18:16:15.111927600
3.104476472,3.354761316,2024-09-20 18:16:15.111927920
3.105900154,3.354286755,2024-09-20 18:16:15.111928240
3.106374715,3.354998596,2024-09-20 18:16:15.111928560
3.106691088,3.354365848,2024-09-20 18:16:15.111928880
3.107244743,3.353891288,2024-09-20 18:16:15.111929200
3.108431144,3.352388512,2024-09-20 18:16:15.111929520
3.108905705,3.352072138,2024-09-20 18:16:15.111929840
3.109538453,3.351834858,2024-09-20 18:16:15.111930160
3.109775733,3.351834858,2024-09-20 18:16:15.111930480
3.109380266,3.351360297,2024-09-20 18:16:15.111930800
3.109459359,3.351123017,2024-09-20 18:16:15.111931120
3.110092107,3.350411176,2024-09-20 18:16:15.111931440
3.111120322,3.349857521,2024-09-20 18:16:15.111931760
3.110408481,3.349699334,2024-09-20 18:16:15.111932080
3.109854827,3.349541148,2024-09-20 18:16:15.111932400
3.108984799,3.349382961,2024-09-20 18:16:15.111932720
3.10787749,3.348987493,2024-09-20 18:16:15.111933040
3.107007462,3.348196559,2024-09-20 18:16:15.111933360
3.106770182,3.346931064,2024-09-20 18:16:15.111933680
3.105900154,3.346535596,2024-09-20 18:16:15.111934000
3.105188313,3.345981942,2024-09-20 18:16:15.111934320
3.104397378,3.345586475,2024-09-20 18:16:15.111934640
3.104081004,3.345111914,2024-09-20 18:16:15.111934960
3.103448257,3.345111914,2024-09-20 18:16:15.111935280
3.101391827,3.345111914,2024-09-20 18:16:15.111935600
3.100917266,3.344874634,2024-09-20 18:16:15.111935920
3.09893993,3.343846419,2024-09-20 18:16:15.111936240
3.097278967,3.343371858,2024-09-20 18:16:15.111936560
3.095934378,3.34273911,2024-09-20 18:16:15.111936880
3.09506435,3.342818204,2024-09-20 18:16:15.111937200
3.093482481,3.342660017,2024-09-20 18:16:15.111937520
3.09229608,3.343134578,2024-09-20 18:16:15.111937840
3.091030584,3.342660017,2024-09-20 18:16:15.111938160
3.089369622,3.341710895,2024-09-20 18:16:15.111938480
3.087629566,3.341315428,2024-09-20 18:16:15.111938800
3.086284977,3.340999054,2024-09-20 18:16:15.111939120
3.085098575,3.34020812,2024-09-20 18:16:15.111939440
3.083200332,3.340129026,2024-09-20 18:16:15.111939760
3.081618463,3.339891746,2024-09-20 18:16:15.111940080
3.080115687,3.339338092,2024-09-20 18:16:15.111940400
3.079245659,3.338547157,2024-09-20 18:16:15.111940720
3.077821977,3.337677129,2024-09-20 18:16:15.111941040
3.076951949,3.337598036,2024-09-20 18:16:15.111941360
3.076319202,3.337518942,2024-09-20 18:16:15.111941680
3.076081921,3.337598036,2024-09-20 18:16:15.111942000
3.074341865,3.337202569,2024-09-20 18:16:15.111942320
3.071652688,3.337281662,2024-09-20 18:16:15.111942640
3.070387192,3.336569821,2024-09-20 18:16:15.111942960
3.069754445,3.336332541,2024-09-20 18:16:15.111943280
3.068409856,3.336253447,2024-09-20 18:16:15.111943600
3.067935295,3.346456503,2024-09-20 18:16:15.111943920
3.067144361,3.37524652,2024-09-20 18:16:15.111944240
3.066195239,3.378963913,2024-09-20 18:16:15.111944560
3.065404305,3.384895922,2024-09-20 18:16:15.111944880
3.064534277,3.394940791,2024-09-20 18:16:15.111945200
3.063031501,3.39905365,2024-09-20 18:16:15.111945520
3.061766006,3.398262716,2024-09-20 18:16:15.111945840
3.060500511,3.393675295,2024-09-20 18:16:15.111946160
3.059946856,3.388138754,2024-09-20 18:16:15.111946480
3.059314109,3.381732184,2024-09-20 18:16:15.111946800
3.059393202,3.37477196,2024-09-20 18:16:15.111947120
3.059393202,3.367732642,2024-09-20 18:16:15.111947440
3.059155922,3.359586016,2024-09-20 18:16:15.111947760
3.058127707,3.353654007,2024-09-20 18:16:15.111948080
3.058444081,3.348433839,2024-09-20 18:16:15.111948400
3.057178585,3.343688232,2024-09-20 18:16:15.111948720
3.057653146,3.339891746,2024-09-20 18:16:15.111949040
3.058444081,3.337439849,2024-09-20 18:16:15.111949360
3.058048613,3.334987952,2024-09-20 18:16:15.111949680
3.064296996,3.333406083,2024-09-20 18:16:15.111950000
3.070387192,3.331586933,2024-09-20 18:16:15.111950320
3.077821977,3.330875092,2024-09-20 18:16:15.111950640
3.084149454,3.330875092,2024-09-20 18:16:15.111950960
3.090002369,3.329293223,2024-09-20 18:16:15.111951280
3.096329846,3.327869541,2024-09-20 18:16:15.111951600
3.097437154,2.7773,2024-09-20 18:16:15.111951920
3.096013472,3.280413468,2024-09-20 18:16:15.111952240
3.09506435,3.278515225,2024-09-20 18:16:15.111952560
3.093719762,3.267600328,2024-09-20 18:16:15.111952880
3.091188771,3.256843618,2024-09-20 18:16:15.111953200
3.090002369,3.253521693,2024-09-20 18:16:15.111953520
3.0884205,3.253996254,2024-09-20 18:16:15.111953840
3.085810416,3.25803002,2024-09-20 18:16:15.111954160
3.083437613,3.263645655,2024-09-20 18:16:15.111954480
3.08201393,3.270764066,2024-09-20 18:16:15.111954800
3.07948294,3.278277944,2024-09-20 18:16:15.111955120
3.077584697,3.286345477,2024-09-20 18:16:15.111955440
3.07537008,3.292119299,2024-09-20 18:16:15.111955760
3.073550931,3.299079523,2024-09-20 18:16:15.111956080
3.071810875,3.304062411,2024-09-20 18:16:15.111956400
3.069042604,3.308254364,2024-09-20 18:16:15.111956720
3.066590707,3.311418102,2024-09-20 18:16:15.111957040
3.063189688,3.31434456,2024-09-20 18:16:15.111957360
3.060816884,3.317112831,2024-09-20 18:16:15.111957680
3.05796952,3.318536513,2024-09-20 18:16:15.111958000
3.05591309,3.318773793,2024-09-20 18:16:15.111958320
3.052670258,3.319327448,2024-09-20 18:16:15.111958640
3.050060174,3.320039289,2024-09-20 18:16:15.111958960
3.048241025,3.321383878,2024-09-20 18:16:15.111959280
3.045235474,3.322728466,2024-09-20 18:16:15.111959600
3.042388109,3.323440307,2024-09-20 18:16:15.111959920
3.040331679,3.324626709,2024-09-20 18:16:15.111960240
3.038670717,3.325180363,2024-09-20 18:16:15.111960560
3.036535194,3.326287672,2024-09-20 18:16:15.111960880
3.034874231,3.327315887,2024-09-20 18:16:15.111961200
3.032896895,3.328265008,2024-09-20 18:16:15.111961520
3.031156839,3.329767784,2024-09-20 18:16:15.111961840
3.029337689,3.331191466,2024-09-20 18:16:15.111962160
3.027597633,3.332140587,2024-09-20 18:16:15.111962480
3.025541203,3.333406083,2024-09-20 18:16:15.111962800
3.024433895,3.334671578,2024-09-20 18:16:15.111963120
3.023247493,3.335541606,2024-09-20 18:16:15.111963440
3.021665624,3.336411634,2024-09-20 18:16:15.111963760
3.021902904,3.337439849,2024-09-20 18:16:15.111964080
3.02111197,3.337677129,2024-09-20 18:16:15.111964400
3.020321035,3.33838897,2024-09-20 18:16:15.111964720
3.019371914,3.339575372,2024-09-20 18:16:15.111965040
3.018660073,3.340049933,2024-09-20 18:16:15.111965360
3.018976447,3.340840867,2024-09-20 18:16:15.111965680
3.01881826,3.341631802,2024-09-20 18:16:15.111966000
3.018264606,3.341394522,2024-09-20 18:16:15.111966320
3.017710951,3.342106363,2024-09-20 18:16:15.111966640
3.018185512,3.342818204,2024-09-20 18:16:15.111966960
3.018976447,3.343134578,2024-09-20 18:16:15.111967280
3.018660073,3.343925512,2024-09-20 18:16:15.111967600
3.020083755,3.344241886,2024-09-20 18:16:15.111967920
3.020637409,3.34455826,2024-09-20 18:16:15.111968240
3.02111197,3.345111914,2024-09-20 18:16:15.111968560
3.02111197,3.345507381,2024-09-20 18:16:15.111968880
3.021665624,3.345981942,2024-09-20 18:16:15.111969200
3.022061091,3.345902849,2024-09-20 18:16:15.111969520
3.023880241,3.34661469,2024-09-20 18:16:15.111969840
3.024275708,3.347247437,2024-09-20 18:16:15.111970160
3.024987549,3.348117465,2024-09-20 18:16:15.111970480
3.025541203,3.349066587,2024-09-20 18:16:15.111970800
3.025857577,3.348829306,2024-09-20 18:16:15.111971120
3.025936671,3.34867112,2024-09-20 18:16:15.111971440
3.026648512,3.348433839,2024-09-20 18:16:15.111971760
3.026569418,3.349462054,2024-09-20 18:16:15.111972080
3.026806699,3.349936615,2024-09-20 18:16:15.111972400
3.028230381,3.350490269,2024-09-20 18:16:15.111972720
3.028784035,3.350332082,2024-09-20 18:16:15.111973040
3.028784035,3.349857521,2024-09-20 18:16:15.111973360
3.02957497,3.349620241,2024-09-20 18:16:15.111973680
3.030444998,3.350173895,2024-09-20 18:16:15.111974000
3.030603185,3.350411176,2024-09-20 18:16:15.111974320
3.030998652,3.350648456,2024-09-20 18:16:15.111974640
3.031235932,3.350569362,2024-09-20 18:16:15.111974960
3.031235932,3.350094802,2024-09-20 18:16:15.111975280
3.03186868,3.349857521,2024-09-20 18:16:15.111975600
3.031789586,3.349936615,2024-09-20 18:16:15.111975920
3.031552306,3.350569362,2024-09-20 18:16:15.111976240
3.031710493,3.350332082,2024-09-20 18:16:15.111976560
3.031789586,3.350252989,2024-09-20 18:16:15.111976880
3.031394119,3.351043923,2024-09-20 18:16:15.111977200
3.030444998,3.350015708,2024-09-20 18:16:15.111977520
3.030603185,3.350015708,2024-09-20 18:16:15.111977840
3.030919558,3.349699334,2024-09-20 18:16:15.111978160
3.030682278,3.349857521,2024-09-20 18:16:15.111978480
3.030444998,3.34914568,2024-09-20 18:16:15.111978800
3.029970437,3.348433839,2024-09-20 18:16:15.111979120
3.029733157,3.34708925,2024-09-20 18:16:15.111979440
3.028863129,3.346535596,2024-09-20 18:16:15.111979760
3.02751854,3.346456503,2024-09-20 18:16:15.111980080
3.027123072,3.345823755,2024-09-20 18:16:15.111980400
3.025857577,3.346456503,2024-09-20 18:16:15.111980720
3.025303923,3.345981942,2024-09-20 18:16:15.111981040
3.024433895,3.345349194,2024-09-20 18:16:15.111981361
3.024592082,3.344637353,2024-09-20 18:16:15.111981681
3.02364296,3.344083699,2024-09-20 18:16:15.111982000
3.022535652,3.343292765,2024-09-20 18:16:15.111982320
3.022140185,3.343371858,2024-09-20 18:16:15.111982640
3.020400129,3.342580923,2024-09-20 18:16:15.111982960
3.018897353,3.341315428,2024-09-20 18:16:15.111983280
3.017869138,3.340682681,2024-09-20 18:16:15.111983600
3.01699911,3.340524494,2024-09-20 18:16:15.111983920
3.015812708,3.340366307,2024-09-20 18:16:15.111984241
3.014784493,3.339496279,2024-09-20 18:16:15.111984561
3.013518998,3.338230783,2024-09-20 18:16:15.111984880
3.011937129,3.33791441,2024-09-20 18:16:15.111985200
3.011541662,3.337756223,2024-09-20 18:16:15.111985520
3.010988008,3.337281662,2024-09-20 18:16:15.111985840
3.009801606,3.337202569,2024-09-20 18:16:15.111986160
3.009168858,3.336332541,2024-09-20 18:16:15.111986480
3.00806155,3.335620699,2024-09-20 18:16:15.111986800
3.006558774,3.335225232,2024-09-20 18:16:15.111987121
3.005451466,3.334592485,2024-09-20 18:16:15.111987441
3.003790503,3.334829765,2024-09-20 18:16:15.111987760
3.002287728,3.334513391,2024-09-20 18:16:15.111988080
3.001813167,3.334117924,2024-09-20 18:16:15.111988400
3.000864045,3.333485176,2024-09-20 18:16:15.111988720
2.99959855,3.332536055,2024-09-20 18:16:15.111989040
2.998333055,3.332219681,2024-09-20 18:16:15.111989360
2.997621214,3.339338092,2024-09-20 18:16:15.111989680
2.996751186,3.369630885,2024-09-20 18:16:15.111990000
2.995960251,3.375167427,2024-09-20 18:16:15.111990320
2.995090223,3.382523118,2024-09-20 18:16:15.111990640
2.994615662,3.394308043,2024-09-20 18:16:15.111990960
2.993903821,3.401663734,2024-09-20 18:16:15.111991280
2.993271074,3.402217389,2024-09-20 18:16:15.111991600
2.992480139,3.40111008,2024-09-20 18:16:15.111991920
